Title,Location,Company,Salary,Description
App Developer,Bengaluru,Proliant Infotech Pvt Ltd,375000,io formerly iphone o 2 year software fluent javascript node ecosystem swift io android couchbase nosql building business intelligence predictive analytics product understanding aws docker kubernetes current platform tool  overall architecture design current future product alongside backend service system critical foundational functionality provide technical guidance coaching developer engineer software secure date latest technology outstanding ability technical non technical subject audience point working gi mapping space mapbox technology couchbase nosql passionate transforming b2c space full time 000 00 000 00 per year total 2 year required
App Developer,Bengaluru,Selfieera Pvt Ltd,400000,selfieera android developer 3 year android app full time 000 00 000 00 year android 3 year preferred 3 year required total 3 year required java 3 year required education bachelor required industry software remotely
App Developer,Bengaluru,skillease,1500000,software engineer application responsible powering customer application tool x platform  generation user x platform build powerful complex mission critical web application e commerce website plan feature research estimate prototype design using pocs model apps creating user storyboards use case wireframes working ux designer develop compliant code according design specification unit testing software application debugging fixing defect analyze implement enhancement existing feature system write operational documentation technical author assist preparing test plan develop test harness used quality assurance participate department scrum session software release activity review project manager system analyst technical manager client business stakeholder 2 8 year near majestic bangalore benefit hand web technology using react j javascript bootstrap html5 css3 responsive web design least 5 year system enterprise least 5 year general programming c managed c proficiency net technology including net framework v3 5 net core 2 1 backend technology sql cosmos couch db etl tool external system integration azure key vault expert use visual studio related technology application rest api design best practice implementation visualization cloud microsoft enterprise library 6 0 similar including uip user interface process exception management caching access configuration management block using azure devops visual studio service particular vsts source control unit testing use source code control system including branching merging reconciling code tool vsts git solid foundation ooa ood oop n tiered architecture bachelor degree equivalent master preferred may python django docker kubernetes test driven design spa single page application ui react sas bootstrap entity framework core 2 1 git source control oauth open id connect full time 1 000 00 1 000 00 year total 2 year preferred react j 2 year preferred education bachelor preferred
App Developer,Bengaluru,Tailwebs Technology Pvt. Ltd.,475000, design develop modify implement mobile application using android implement creative usable user interface collaborate cross functional team define design ship feature bug fixing improving application performance continuously discover evaluate implement technology maximize efficiency required technical object oriented programming strong core java android sdk implementation knowledge web service web apis json kotlin strong debugging troubleshooting understanding android framework like activity resource notification required proven mandatory full time 000 00 000 00 year android 1 year required education bachelor required industry software remotely temporarily 
App Developer,Bengaluru,Unnati,1250000,  high performing collaborative result oriented technologically savvy person keen sale industry visible health tech initiative india largest business house started empowers healthcare provider consumer india healthcare monitoring service made available app help connect doctor hospital pharmacy laboratory consumer enabling preventive predictive healthcare help care giver track entire patient journey initial appointment maintaining record generating lab test report providing virtual consultation home care solution expected futuristic guide strengthen doctor patient relationship enhance clinic android developer required mobile product app android platform designing mobile application product offering communicating effectively cross functional product present design effectively identifying correcting bottleneck fixing bug helping maintain code quality organization automatization required profile essential attribute worked android app proficient understanding android concept proficient understanding android tool like android studio worked android library like google play service volley gson okhttp etc proficient understanding code versioning tool git svn problem solving desired attribute interpersonal build working relationship must self motivated prioritize manage workload meet critical project milestone deadline able effectively collaborate take initiative independently solve problem min b e b tech tech keyskills android developer android app volley mobile developer okhttp mobile application gson svn google play service product git test reporting android studio desired profile refer   education ug b tech b e specialization pg tech specialization profile unnati health tech initiative india largest business house started empowers healthcare provider consumer india healthcare monitoring service made available app help connect doctor hospital pharmacy laboratory consumer enabling preventive predictive healthcare help care giver track entire patient journey initial appointment maintaining record generating lab test report providing virtual consultation home care solution expected futuristic guide strengthen doctor patient relationship enhance clinic recruiter name unti job unnati reference id jb website http myunnati
App Developer,Chennai,Astroved,325000,1year hybrid mobile application using ionic framework 3 4 developing native android iosplugins added onlayout creation api integration onconsumingweb service rest soap wcf restful json web technology like html5 cs css3 javascript angular key ionic framework 3 4 angular 6 html cs javascript required profile consuming web service rest soap wcf restful json web technology like html5 cs css3 javascript angular inr 2 000 3 000 pa industry internet ecommerce functional area software application programming maintenance category programming design software developer keyskills cssjavascriptionic framework 3 4htmlangular6 desired profile refer   education ug b tech b e specialization computer graduate pg post graduation required profile astroved pvt ltd astroved fast growing consumer internet focused bringing vedic astrological content service consumer worldwide incorporate ancient wisdom modern application customer life offering include wide range predictive service area health wealth finance relationship life matter full array traditional remedial service aim transform member life developing top tier scientifically validated astrology vedic based service application address problem one struggle key establishing research initiative building b2b partnership alliance synergistic institution founded visionary founder dr baskaran pillai astroved strong domain astrology arena talented technical staff management presence u india loyal customer u europe asia india astroved attained market presence astroved active list 000 customer worldwide access 3m engaged consumer dr pillai presence youtube medium unlike many internet based astrology company astroved profitable generating cash poised phase view detail recruiter name mr chitra astroved pvt ltd telephone
App Developer,Chennai,Siri 1 Technologies,350000,chennai android programmer 0 2 year fresh graduate position 15 no skillset required sound knowledge core java strong knowledge object oriented programming write object oriented code understanding concept like multithreading generic io network programming collection strong knowledge structure prior knowledge android sdk j2ee added   crafting performance critical application intuitive ui creating custom widget like chart provides drawing graphic creating code library support rapid application writing tool automate process extent using design pattern structure advanced algorithm per requirement application working hardware api like camera sensor bluetooth etc round interview 1 programming test 2 face face technical interview 3 mini project ctc offered inr 2 lakh 5 lakh per annum share resume email protected email protected
App Developer,Delhi,Alliance Softech Pvt Ltd,350000, mobile application developer mobile technology least one year android application using java kotlin  duty able design build maintain high performance reusable reliable java code continuously discover evaluate implement technology maximize efficiency bug fixing improving application performance design build advanced application android platform independently deliver project time develop android application interact web using rest api complete project android app front website integration google api knowledge firebase added key java android rest api json required qualification b tech graduate least one year android studio android app benefit mandatory appraisal three month joining type full time walk 000 00 000 00 year android 1 year preferred java 1 year preferred education bachelor preferred benefit paid leaf leave encashment flexible hour education assistance industry software remotely temporarily 
App Developer,Delhi,Asciitech Solution Pvt Ltd,300000,2 year designing developing app feature prototype full implementation creating artwork mobile app android type full time 000 00 000 00 per year android 1 year preferred total 1 year preferred java 1 year preferred education bachelor preferred programming language needed java preferred remotely temporarily 
App Developer,Delhi,Sreya Bhattacharya (Proprietor of Mobbitt),540000,role  â entry knowledge platform based android application â semester project internship android application â researching designing developing implementing managing software program mobile application â testing evaluating program â identifying area modification existing program subsequently developing modification â troubleshoot debug optimize performance â confident responsible high initiative driven â customer interaction â knowledge java â strong problem solving quick decision making â continuously discover evaluate implement technology maximize efficiency required profile qualification â bachelor masterâ sdegree preferably b e b tech bca mca b sc equivalent â must completed least formal android training institute hand android project â candidate degree hand android knowledge considered interview process 1 information verification screening 2 preliminary hr round 3 technical round 4 hr round 3 lpa â 7 lpa full time 0 1 year fresher apply remote anywhere india interested resume hr mobbitt important note whitelist hr mobbitt contact miss email email 1 2 week select profile check spam promotion tab 2 week time 0 00 1 00 year master business administration b bachelor computer application b c master technology tech e sc bachelor science b sc bachelor business administration b b master computer application c bachelor technology b tech b e
App Developer,Gurgaon,Atechnos,30000,profile abhay techno service pvt ltd atechnos growing leader content distribution va product ennoblement consulting partnership development provide business consulting content enablement service worldwide client building enterprise today goal tomorrow detail http atechnos exp 1 2 yr gurgaon sohna road qualification btech mca bca gurgaon io developer responsible maintenance application aimed range io device including mobile phone tablet computer primary focus iosapplications integration back service working alongside engineer developer working different layer infrastructure therefore commitment collaborative problem solving sophisticated design creation quality product essential  design build application io platform performance quality responsiveness application collaborate define design ship feature identify correct bottleneck fix bug help maintain code quality organization automatization proficient objective c swift depending project requirement cocoa touch io framework core core animation etc offline storage threading performance tuning familiarity restful apis connect io application back service knowledge web technology ui ux understanding apple design principle interface guideline knowledge low c based library preferred performance memory tuning tool instrument shark depending project need familiarity cloud message apis push notification knack benchmarking optimization proficient understanding code versioning tool git mercurial svn keyskills cocoa touch objective c core io swift web technology mobile phone performance tuning problem solving full time 000 00 per year 2 year preferred total 3 year preferred io 1 year preferred education bachelor preferred programming language needed objective c preferred remotely
App Developer,Gurgaon,Thumbmunkeys Technologies Pvt. ltd.,850000, primary focus io application integration back service working alongside engineer developer working different layer infrastructure therefore commitment collaborative problem solving sophisticated design creation quality product essential objective c swift extensive knowledge apple sdks framework like core animation graphic foundation uikit xcode storyboard offline storage threading performance tuning pattern mvvm c viper etc familiarity restful apis connect io application back service knowledge web technology ui ux understanding apple design principle interface guideline knowledge low c based library preferred performance memory tuning tool instrument shark depending project need familiarity cloud message apis push notification proficient understanding code versioning tool git familiarity integration writing unit test testable code understanding analytics remote reporting measurement qualification year 3 6 year working large scale product 50k user knowledge sql database reactive swift release operation apple store github account blog owner open source contributor plus education qualification btech relevant degree certification interview process interview process multi stage process hiring employee interview process typically includes following step phone screener quick question phone screening allow make sure page ii person video conference interview stage interview process know qualified time dig fit style thumbmunkeys engineer develop generation technology million user connect explore interact information one another product information massive scale extend beyond web search engineer bring fresh area software software engineer specific project critical need opportunity switch team project fast paced business grow evolve engineer versatile display leadership quality enthusiastic take problem across front continue push technology forward thumbmunkeys accept difference celebrate support thrive benefit employee product community thumbmunkeys proud equal workplace affirmative action employer committed quality instead strict employee people folk come diverse background leading engineering management school world class top firm leading fmcg company learning promise quench learning hunger fullest part cfts cross functional team contribute different domain ample opportunity switch function different team period time done far current unmatched benefit relish knowledge bud product go thumbmunkeys full time pay 000 00 1 000 00 per year io application 3 year required 1 year preferred io 1 year preferred education bachelor preferred programming language needed objective c preferred remotely
App Developer,Gurgaon,Zorang Technologies,500000,   zorang seeking software developer rapidly growing technology order build generation service application people life better focus ecommerce implementation vertical based product based hq based san francisco bay area offshore put gurgaon pune passionate beautifully designed app experience fascinated aspect application brainstorming design implementation release player write maintainable code qualification strong foundation structure algorithm o concurrency knowledge java technology stack mobile android eco system understanding mobile app ui ux material design video medium based project video player drm ovps advertising analytics beneficial 2 5 year software android debugging optimization b e b tech computer science equivalent point rxjava lambda expression mvp tdd unit testing jenkins ci kotlin full time 000 00 000 00 year android 2 year preferred total 3 year preferred java 1 year preferred programming language needed java preferred remotely temporarily 
App Developer,Hyderabad,HyQsoft Technologies,500000,hyqsoft technology io android app developer 2 4 year requirement proven mobile developer demonstrable portfolio released application app store android market depth knowledge least one programming language like swift java third party library apis familiarity oop design principle programming language c java swift others like html 5 cs rest api database keep date development trend tech modern medium world interpret technical plan problem solving strong  support entire application lifecycle concept design test release support produce fully functional mobile application writing code gather specific requirement suggest solution troubleshoot debug optimize performance design interface user research suggest mobile product application protocol stay date technology trend type full time walk 000 00 000 00 year android 4 year required 2 year required total 2 year preferred education bachelor preferred programming language needed html required cs required java required swift required objective c required
App Developer,Hyderabad,VR CAREERZ,425000,opening 2 no id employment full time reference 3 0 year 5 0 year ctc 3 00 lpa 5 lpa function software server industry software software service hyderabad secunderabad posted 01st jul   android developer    coding design programming language including core java application management monitoring update security developing application per detail requirement fix bug help maintain code quality organization automatization strong knowledge android sdk different version android deal different screen size familiarity restful apis connect android application back service strong knowledge android ui design principle pattern best practice offline storage threading performance tuning design application around natural user interface touch familiarity use additional sensor gyroscope accelerometer knowledge open source android ecosystem library available common task business requirement translate technical requirement familiarity cloud message apis push notification knack benchmarking optimization understanding google android design principle interface guideline proficient understanding code versioning tool git familiarity integration required 3 6yrs qualification must technical knowledge bachelor post graduate technical hyderabad keyskills android developer android programmer android android api application developer profile
App Developer,India,Sigmato Solutions,350000,functional area industry software software service keywords android coding monitoring computer science android sdk proof reading product life cycle android studio programming searching brilliant flexible android developer apps meet need target audience android developer  include writing proofreading code liaising co worker outside department monitoring customer feedback time required app update success android developer demonstrate proficiency one mainstream programming language sound understanding traditional product life cycle exceptional android developer fearless respectful pursuit excellence continually striving shape way android apps impact world around  duty conceptualizing formulating apps suitable use type android device implementing measure safeguard user ensuring construction presentation apps congruent proofreading code correcting mistake app released collaborating ui ux designer software tester app presentable perfect working order liaising marketing department consistency voice across board monitoring app review detect area improvement creating app update including bug fix additional feature release required qualification degree software computer science similar use android studio including android sdk ease prior android developer advantageous coding proofreading top notch teamwork manage workload minimal supervision desired profile profile   na graduate qualification pg qualification pg course specialization either ug pg qualification
App Developer,India,Versageo Technologies,300000,functional area industry keywords javascript core java coding adobe css3 android sdk jquery mobile conceptualization j2ee html5 requirement 1 0 2 year 2 key android sdk core java j2ee phone gap html5 css3 javascript 3 added jquery mobile hybrid mobile app builder like appcelertator appery io adobe air actionscript io cocoa touch framework objective c 4   responsible technical conceptualization implementation entire project guiding leading project member along hand coding desired profile profile   na graduate qualification b tech specialization pg qualification either ug pg qualification
App Developer,Indore,Emphasis World,360000,hiring android developer indore industry firm qualification c 6 month 5 year  must knowledge android must knowledge flutter native react native must knowledge ionic full time 000 00 000 00 per year android 1 year preferred 1 year preferred total 1 year preferred education secondary 10th pas preferred programming language needed java preferred
App Developer,Jaipur,BVM Web Solutions Private Limited,300000,functional area industry keywords j2ee javascript android agile monitoring big analytics web technology security swift io  introductionas application developer bvm future translating system requirement design customized system agile success bvm hand transform vital business need code innovation required knowledge abilitiesobjective c swift android javascript java j2ee nodejs angular j react j c net least one following area security privacy big analytics streaming real time analytics creating activity service inter process android maximum native android io mobile app domaineducation experiencejob educationcandidate overviewofferd salary2 4 lac genderanycareer levelcareer app developerindustryindustry companyexperience0 2 yearqualificationany graduate desired profile profile   na graduate qualification b tech specialization pg qualification either ug pg qualification
App Developer,Jaipur,The Web Logics,300000,functional area industry software software service keywords android develop feature android application customer bug fixing improving application performance unit test code robustness including edge case usability general reliability take ownership feature assigned right estimating timeline production release desired profile profile   na graduate qualification pg qualification pg course specialization either ug pg qualification
App Developer,Kolkata,Codeclouds IT Solutions Pvt. Ltd,260000, hybrid app developer kolkata relevant technology develop class apps take pride see code become part many project integral part codeclouds software requirement bachelor degree higher computer science information technology equivalent field strong hybrid native io android app certification relevant app preferred ability including english fluency keen player self motivated consistent ethic eager cooperate full time 000 00 000 00 per year total 1 year preferred education bachelor preferred remotely temporarily 
App Developer,Kolkata,Infotechsolz,375000,primary c c java mobile platform api like apple io android html 5 cs secondary javascript database desired profile 1 year must autonomously practical application project 2 5l 5l per annum industry software web service functional area mobile application design category programming employment full time
App Developer,Mohali,Mansa Infotech® Pvt. Ltd.,30000,motivated talented android developer talented fun dream find jd better understanding feel matching share duty  design build advanced application android platform collaborate cross functional team define design ship feature outside source apis unit test code robustness including edge case usability general reliability bug fixing improving application performance continuously discover evaluate implement technology maximize efficiency required strong knowledge android sdk proficient different version android know deal different screen size strong technical android device platform exposure custom ui candidate responsible design application around natural user interface familiarity restful apis connect android application back service strong knowledge android ui design principle pattern best practice business technical requirement familiarity cloud message apis push notification proficient understanding code versioning tool git highlight 5 day week working 10 00 06 pm regular refreshment trip activity mansa infotech offering remarkable software mobile solution client customer globally started journey year transformed mere startup providing complete range software web solution helped many startup grow mantra customer delight always motivates bring best identity premium brand plus hand web mobile solution client hassle free manner interested candidate fixing interview time full time 000 00 000 00 year android 1 year preferred 1 year preferred total 1 year preferred education secondary 10th pas preferred programming language needed java preferred remotely temporarily 
App Developer,Mohali,Matrid Technologies,400000,matrid technology hiring io developer mohali must 1 year io swift apple xcode jason iphone ui design cocoa touch objective c iphone app mobile app requirement design architect develop test release maintain various component io application passionate consumer technology emerging medium landscape part scoping estimation  design architect develop test release maintain various component io application responsible developing mobile solution responsible design enterprise mobile application iphone android o blackberry others build generation apps pushing mobile technology limit ux ui product management team conceive design unique mobile experience must mac system home mohali number maridtech net expected start date 15 7 full time 000 00 000 00 per year 1 year preferred total 1 year preferred io 1 year preferred education bachelor preferred programming language needed objective c preferred remotely temporarily 
App Developer,Navi Mumbai,Acssel Infotech,450000,aspired world best solution partner technology leadership innovation world class force   android developer posse pushing mobile technology limit android app developer talented engineer design build generation mobile application android programming work app technical team required profile designing developing advanced application android platform unit testing code robustness including edge case usability general reliability bug fixing improving application performance full time  00  00 per year android 4 year preferred 5 year preferred total 5 year preferred education master preferred programming language needed java required c required objective c required swift required visual basic required net required javascript required remotely
App Developer,Noida,Blacklight Studio Works,450000,blacklight rockstar android game developer dedicated craft writes code proud love code come small skilled techno geek big ambition solid knowledge core java oops fundamental knowledge sql fighter strong sense ownership willingness take initiative optimizing app understanding android vitals full time  00  00 year android 1 year preferred education bachelor required programming language needed java preferred remotely temporarily 
App Developer,Noida,MyExpert11 (Sportena Fantasy Pvt Ltd),450000,sport got engineering chop bring myexpert11 fantasy sport fantasy sport full game need come scale system harden infrastructure roll exciting feature working extremely engaging sport industry sportena fantasy private limit connects fan sport fantasy game india worldwide individual contributor design code large portion fantasy sport infrastructure addition plenty opportunity implement game upon existing game part world class engineering sportena interact engineer designer product manager marketing collect requirement define feature set build scalable reliable component   hire talented io developer design build maintain generation io application primary focus developing high io application latest apple mobile device duty may include collaborating design application feature identifying fixing application bottleneck maintaining core code updating application published app store success io developer strong working knowledge io framework proficient objective c able part ultimately outstanding io developer able functional attractive application perfectly meet need user  designing building mobile application apple io platform collaborating design define app feature ensuring quality performance application specification identifying potential problem resolving application bottleneck fixing application bug final release publishing application app store maintaining code atomization application designing implementing application update requirement bachelor degree computer science software engineering proven app developer proficient objective c swift cocoa touch extensive io framework core core animation knowledge io back service knowledge apple design principal application interface guideline proficient code versioning tool including mercurial git svn knowledge c based library familiarity push notification apis cloud messaging integration strong practical swift objective c c io framework uikit designing ui iphones ipads debugging complex ui layout interaction aware uml knowledge io coding design best practice demonstrate capability multi threaded application knowledge structure algorithm time space complexity analysis interpersonal organizational diverse situation multiple project rapidly changing priority take ownership project see product design problem solving ability programming language verbal written communicate client level requirement carefully execute type full time part time  00  00 per year total 2 year required io 2 year preferred education bachelor preferred remotely temporarily 
App Developer,Pune,CLINTICO INFOTECH PRIVATE LIMITED,300000,functional area industry software software service keywords android troubleshooting testing tool scrum backend selenium rc artificial intelligence product quality testing test case design 0 6 1 yr experienced android developer responsible maintenance application aimed diverse android device desired profile profile   na graduate qualification pg qualification pg course specialization either ug pg qualification
App Developer,Pune,Impel Task HR Pvt Ltd,250000,requirement android developer jd follows 1 2 plus year 2 education mca 3 aptitude 4 core java android firebase sql exposure rest based apis preferable 5 ctc r 1 8 lakh r 3 0 lakh per annum full time  00  00 per year android 2 year required 1 year preferred total 5 yr 2 year preferred education bachelor preferred programming language needed java preferred
App Developer,Pune,InTouchApp,420000,dream building product everyone around people around world love use time open eye make dream reality journey aim take intouchapp stage requirement 1 2 year hand android programming fresh college java android coding bachelor degree strong java knowledge attitude learning understanding object oriented concept passionate creating phenomenal mobile understanding restful apis preferred bachelor degree computer science engineering preferred attitude towards implementation code relevant test hand consuming restful apis android hand 3rd party library like retrofit android support library understanding material design specification google play service familiarity kotlin plus full time  00  00 year total 1 year preferred education bachelor preferred remotely temporarily 
